Contig,Start,End,Strand
HCP21_6337,3,362,-
HCP21_6841,260,409,-
HCP21_819_,3,329,-
HCP21_8580,1,339,+
HCP21_4671,2,340,-
HCP21_9002,42,1415,+
HCP21_6574,1,507,+
HCP21_6255,3,440,+
HCP21_6982,446,529,-
HCP21_6950,122,397,-
HCP21_6815,3,401,-
HCP21_6815,446,634,-
HCP21_6998,2,622,+
HCP21_929_,1,312,+
HCP21_2074,2,295,+
HCP21_8103,2,376,-
HCP21_7695,3,692,+
HCP21_821_,2,346,-
HCP21_6680,1,150,-
HCP21_10635,250,378,+
HCP21_8541,3,395,-
HCP21_942_,91,345,-
HCP21_2_114775,1,155,+
HCP21_490_,3,308,+
HCP21_2691,1,168,+
HCP21_2691,175,327,+
HCP21_2691,392,721,-
HCP21_1189,1,105,-
HCP21_1189,151,429,-
HCP21_3356,81,512,+
HCP21_5073,2,280,-
HCP21_9801,3,314,-
HCP21_8898,227,349,+
HCP21_5271,51,368,-
HCP21_9360,5,517,-
HCP21_2983,1,864,+
HCP21_3372,1,75,+
HCP21_3372,679,1128,+
HCP21_5463,38,313,+
HCP21_5199,3,368,+
HCP21_2547,38,259,-
HCP21_3145,9,1076,-
HCP21_246_,252,317,-
HCP21_696_,3,311,-
HCP21_5339,1,126,+
HCP21_6032,80,874,-
HCP21_10734,69,425,-
HCP21_1376,2,340,-
HCP21_1_1_newblercontig11984,5,184,-
HCP21_1_1_newblercontig13600,1,156,+
HCP21_2_2162,3,106,-
HCP21_2_6162,2,126,-
HCP21_2_7162,7,126,+
HCP21_2_10162,2,135,-
HCP21_2_13662,2,226,+
HCP21_2_22995,6,146,+
HCP21_2_32720,4,123,-
HCP21_2_35720,10,147,+
HCP21_2_37720,4,195,-
HCP21_2_38720,2,151,+
HCP21_2_46322,15,131,+
HCP21_2_48822,2,148,+
HCP21_2_49322,11,151,+
HCP21_2_50322,22,162,+
HCP21_2_51322,1,162,+
HCP21_2_53822,3,205,-
HCP21_2_54322,28,213,+
HCP21_2_54822,63,221,+
HCP21_2_55822,34,237,+
HCP21_2_59208,1,99,+
HCP21_2_64208,1,135,+
HCP21_2_71351,3,107,+
HCP21_2_73351,15,116,-
HCP21_2_77851,1,153,+
HCP21_2_90005,2,150,-
HCP21_2_91505,29,112,-
HCP21_2_92005,1,186,+
HCP21_2_92505,3,200,+
HCP21_2_111776,2,126,-
HCP21_2_113776,20,130,+
HCP21_2_123024,1,108,+
HCP21_2_131524,3,194,+
HCP21_2_142703,2,148,+
HCP21_2_145203,3,173,+
HCP21_2_147703,3,203,+
HCP21_2_149203,89,226,+
HCP21_2_149703,65,244,-
HCP21_2_154056,10,111,+
HCP21_2_161056,3,181,-
HCP21_3521,3,299,-
HCP21_9127,32,265,+
HCP21_1071,1,429,-
HCP21_1177,20,304,+
HCP21_4300,3,338,+
HCP21_6527,3,581,-
HCP21_4072,22,321,+
HCP21_1013,176,307,-
HCP21_6250,36,959,-
HCP21_10164,2,571,+
HCP21_2378,1,330,+
HCP21_2378,320,997,+
HCP21_2378,1144,1830,+
HCP21_2378,1850,2017,+
HCP21_9386,1,210,+
HCP21_9386,228,656,+
HCP21_3354,191,604,+
HCP21_10890,2,676,+
HCP21_731_,1,300,-
HCP21_947_,2,244,+
HCP21_9918,49,444,+
HCP21_6886,64,393,+
HCP21_2638,2,448,+
HCP21_475_,2,418,-
HCP21_8954,103,591,-
HCP21_10490,2,394,+
HCP21_2_1663,12,104,+
HCP21_2_2663,3,110,+
HCP21_2_3163,12,110,+
HCP21_2_5163,3,122,-
HCP21_2_21496,4,129,-
HCP21_2_24996,2,132,-
HCP21_2_25996,3,203,+
HCP21_2_26996,3,245,+
HCP21_2_35721,3,157,-
HCP21_2_41823,2,108,-
HCP21_2_54323,3,212,-
HCP21_2_67209,26,181,+
HCP21_2_73852,3,119,-
HCP21_2_78352,29,160,-
HCP21_2_80352,2,199,+
HCP21_2_80852,3,212,+
HCP21_2_84506,3,110,-
HCP21_2_90506,6,158,-
HCP21_2_105178,2,208,+
HCP21_2_112777,5,103,-
HCP21_2_114777,9,155,+
HCP21_2_126525,2,127,+
HCP21_2_133704,3,101,-
HCP21_2_138704,3,119,+
HCP21_2_146704,3,191,+
HCP21_2_148204,7,213,+
HCP21_2_148704,39,221,+
HCP21_2_152557,13,105,+
HCP21_2_161057,3,179,+
HCP21_8434,1,213,+
HCP21_8434,277,531,-
HCP21_5077,3,374,-
HCP21_9707,107,802,-
HCP21_10222,2,244,+
HCP21_9291,2,544,+
HCP21_2563,1,60,+
HCP21_2563,67,189,+
HCP21_2563,287,421,-
HCP21_1283,1,324,+
HCP21_4284,1,300,+
HCP21_829_,3,113,+
HCP21_829_,103,408,+
HCP21_9272,190,387,+
HCP21_7392,2,61,+
HCP21_7392,75,446,+
HCP21_9581,2,724,-
HCP21_4621,2,271,+
HCP21_4561,3,305,-
HCP21_4345,77,394,-
HCP21_8516,1,633,-
HCP21_3826,2,415,+
HCP21_1857,3,311,+
HCP21_8677,2,412,-
HCP21_9554,1,384,+
HCP21_10404,3,344,-
HCP21_10404,577,774,-
HCP21_3410,2,961,+
HCP21_2_7367,1,136,+
HCP21_2_92710,3,196,-
HCP21_1244,2,304,+
HCP21_10498,23,316,+
HCP21_7547,3,200,+
HCP21_4830,39,839,-
HCP21_2675,3,1265,-
HCP21_2675,1262,1336,-
HCP21_6859,3,200,+
HCP21_4916,31,519,-
HCP21_6430,1,396,+
HCP21_2278,129,608,-
HCP21_8756,175,527,-
HCP21_4689,47,325,+
HCP21_5060,18,531,+
HCP21_9419,3,329,+
HCP21_8329,178,789,-
HCP21_7551,61,528,+
HCP21_5797,50,769,-
HCP21_962_,3,356,-
HCP21_10933,1,168,-
HCP21_7238,332,1243,-
HCP21_7238,1417,1482,-
HCP21_7024,37,303,-
HCP21_5793,2,544,+
HCP21_1594,117,350,+
HCP21_1_1_newblercontig08330,3,202,-
HCP21_1_1_newblercontig11145,3,188,-
HCP21_1_1_newblercontig16707,6,140,-
HCP21_2_394,3,91,-
HCP21_2_8394,2,145,+
HCP21_2_9894,8,160,-
HCP21_2_10894,3,173,+
HCP21_2_27452,3,101,+
HCP21_2_28952,3,106,-
HCP21_2_32952,3,89,+
HCP21_2_36452,5,169,+
HCP21_2_37452,68,190,-
HCP21_2_38952,43,237,+
HCP21_2_43554,3,116,+
HCP21_2_48054,6,143,-
HCP21_2_55554,3,233,-
HCP21_2_58440,5,103,+
HCP21_2_59940,7,108,+
HCP21_2_60440,2,111,-
HCP21_2_62440,1,123,+
HCP21_2_62940,3,125,-
HCP21_2_65940,2,156,-
HCP21_2_70583,2,105,-
HCP21_2_72083,3,109,-
HCP21_2_73583,4,117,-
HCP21_2_82237,12,101,+
HCP21_2_82737,3,104,-
HCP21_2_83737,3,107,-
HCP21_2_84237,1,108,+
HCP21_2_86737,2,120,-
HCP21_2_93237,2,208,+
HCP21_2_103909,2,173,-
HCP21_2_116008,5,169,+
HCP21_2_124756,2,117,-
HCP21_2_126756,3,130,-
HCP21_2_132756,1,228,+
HCP21_2_134435,3,101,+
HCP21_2_138435,2,120,-
HCP21_2_140435,3,131,-
HCP21_2_155788,4,117,-
HCP21_2_160788,2,174,-
HCP21_2_161288,1,186,+
HCP21_6048,1,369,-
HCP21_1498,11,418,-
HCP21_4498,151,306,-
HCP21_5280,3,380,-
HCP21_4551,2,190,-
HCP21_4551,249,620,-
HCP21_5880,25,741,-
HCP21_3298,182,478,+
HCP21_8853,13,675,+
HCP21_7162,3,413,+
HCP21_6665,3,311,+
HCP21_1485,2,301,+
HCP21_10941,872,973,-
HCP21_2554,186,383,-
HCP21_9215,2,838,-
HCP21_5071,48,1121,+
HCP21_10225,1,471,-
HCP21_8466,3,374,+
HCP21_355_,3,1523,-
HCP21_8624,1,780,-
HCP21_6814,1,312,-
HCP21_6634,3,302,-
HCP21_2_68210,9,208,+
HCP21_8634,1,366,+
HCP21_6863,2,358,+
HCP21_4804,19,882,-
HCP21_3680,58,417,+
HCP21_2275,208,312,-
HCP21_4519,1,327,-
HCP21_4519,467,862,+
HCP21_1833,1,225,+
HCP21_5688,5,598,+
HCP21_1911,3,338,-
HCP21_3329,2,316,+
HCP21_668_,1,207,+
HCP21_128_,48,2627,-
HCP21_128_,2634,2822,-
HCP21_128_,2835,2915,-
HCP21_6895,71,466,+
HCP21_9544,3,344,-
HCP21_8067,2,376,-
HCP21_920_,371,529,+
HCP21_5610,3,593,-
HCP21_553_,2,322,-
HCP21_9037,2,348,-
HCP21_6483,2,334,-
HCP21_6270,87,764,-
HCP21_1_1_newblercontig12540,12,161,-
HCP21_1_1_newblercontig14128,2,153,-
HCP21_2_7665,3,121,-
HCP21_2_9665,5,157,+
HCP21_2_11165,1,177,+
HCP21_2_11665,2,153,-
HCP21_2_13165,12,215,+
HCP21_2_16998,1,105,+
HCP21_2_18998,7,114,-
HCP21_2_25998,6,203,+
HCP21_2_28223,6,104,-
HCP21_2_28723,3,88,-
HCP21_2_36223,2,165,-
HCP21_2_38723,4,177,+
HCP21_2_50825,65,166,-
HCP21_2_52825,4,150,+
HCP21_2_65211,3,146,-
HCP21_2_66211,2,77,-
HCP21_2_71354,2,103,+
HCP21_2_72854,2,114,-
HCP21_2_75354,6,128,-
HCP21_2_77354,2,145,+
HCP21_2_84008,2,106,+
HCP21_2_85008,1,111,+
HCP21_2_85508,25,114,-
HCP21_2_89508,56,142,-
HCP21_2_91508,3,176,-
HCP21_2_98180,6,119,+
HCP21_2_102680,2,162,-
HCP21_2_106279,11,100,+
HCP21_2_108279,34,108,+
HCP21_2_109779,14,115,-
HCP21_2_110279,2,117,-
HCP21_2_118779,11,178,+
HCP21_2_131027,3,182,+
HCP21_2_131527,10,192,-
HCP21_2_138206,2,118,+
HCP21_2_139206,2,126,-
HCP21_2_147206,2,196,+
HCP21_2_149206,3,230,-
HCP21_2_159059,3,146,-
HCP21_1843,1,351,+
HCP21_5874,1,246,+
HCP21_6758,324,524,+
HCP21_10085,1,879,+
HCP21_5532,3,863,-
HCP21_4018,2,520,+
HCP21_3119,6,479,-
HCP21_1693,40,420,-
HCP21_8395,24,299,+
HCP21_2091,1,441,-
HCP21_6086,1,153,-
HCP21_8724,1,63,+
HCP21_8724,91,393,-
HCP21_10899,172,534,+
HCP21_1583,3,251,-
HCP21_4281,1,240,+
HCP21_4281,194,778,+
HCP21_428_,2,403,-
HCP21_2227,79,327,+
HCP21_1721,1,375,+
HCP21_3546,657,785,+
HCP21_1525,3,305,-
HCP21_5269,19,348,-
HCP21_2369,2,298,-
HCP21_2_66212,3,83,-
HCP21_2_91009,76,162,+
HCP21_1112,2,313,+
HCP21_3058,50,313,-
HCP21_8185,1,120,+
HCP21_8185,265,324,+
HCP21_10062,3,860,-
HCP21_1172,1,378,-
HCP21_2856,1,159,-
HCP21_2856,519,719,+
HCP21_1971,3,434,+
HCP21_9947,3,242,-
HCP21_8848,1,498,+
HCP21_2014,1,384,+
HCP21_1538,112,288,+
HCP21_1538,271,360,-
HCP21_1928,3,302,-
HCP21_2305,2,358,-
HCP21_4001,82,840,-
HCP21_3376,23,607,-
HCP21_1252,1,120,+
HCP21_1252,277,342,-
HCP21_10195,1,99,+
HCP21_10195,89,388,+
HCP21_10195,439,729,+
HCP21_5253,66,1001,-
HCP21_7482,90,713,+
HCP21_1_1_newblercontig14646,3,178,-
HCP21_2_50327,1,162,-
HCP21_6502,1,627,-
HCP21_901_,2,334,+
HCP21_9636,20,637,-
HCP21_3768,3,902,+
HCP21_10663,23,427,-
HCP21_10663,513,1649,+
HCP21_9760,3,296,+
HCP21_1806,3,284,-
HCP21_1806,281,346,-
HCP21_6021,2,574,-
HCP21_4161,1,618,+
HCP21_9953,3,335,+
HCP21_10662,61,324,-
HCP21_10326,1,1383,+
HCP21_7289,2,805,+
HCP21_6396,54,521,+
HCP21_3758,3,323,-
HCP21_1168,3,470,+
HCP21_8651,24,434,+
HCP21_8811,2,358,+
HCP21_7199,3,293,+
HCP21_10746,3,575,-
HCP21_1_1_newblercontig07491,64,234,+
HCP21_1_1_newblercontig11990,2,183,-
HCP21_2_5168,3,122,-
HCP21_2_8668,6,146,-
HCP21_2_20001,1,120,+
HCP21_2_21001,4,123,+
HCP21_2_23501,1,153,+
HCP21_2_27726,3,100,+
HCP21_2_41328,2,106,+
HCP21_2_43828,1,102,+
HCP21_2_50828,1,165,+
HCP21_2_60214,12,112,+
HCP21_2_66214,3,161,+
HCP21_2_69857,6,101,+
HCP21_2_73857,3,112,-
HCP21_2_90511,17,157,+
HCP21_2_96683,3,110,-
HCP21_2_97683,6,116,-
HCP21_2_102183,9,152,+
HCP21_2_108782,3,110,-
HCP21_2_110282,3,119,-
HCP21_2_110782,3,122,-
HCP21_2_114782,3,155,-
HCP21_2_115282,95,160,+
HCP21_2_117282,31,186,-
HCP21_2_119282,3,230,+
HCP21_2_124030,1,114,+
HCP21_2_126030,15,122,+
HCP21_2_130530,2,174,-
HCP21_2_138709,3,122,-
HCP21_2_139209,3,119,-
HCP21_2_139709,2,127,+
HCP21_2_144209,22,162,+
HCP21_2_145709,3,179,+
HCP21_2_146709,1,189,+
HCP21_2_148709,2,223,+
HCP21_2_149709,3,245,-
HCP21_2_154062,3,110,+
HCP21_2_156062,4,120,-
HCP21_2_158062,3,134,+
HCP21_2_159562,22,153,+
HCP21_1294,3,416,+
HCP21_2191,1,234,+
HCP21_4331,3,197,-
HCP21_385_,1,651,+
HCP21_907_,1,135,+
HCP21_5598,2,919,+
HCP21_3566,1,333,-
HCP21_4549,34,462,+
HCP21_4549,500,568,-
HCP21_2199,1,312,+
HCP21_6103,498,1517,-
HCP21_5711,11,442,+
HCP21_6592,1,675,-
HCP21_7784,3,320,+
HCP21_5740,1,429,-
HCP21_1092,182,292,+
HCP21_1092,315,416,+
HCP21_3545,1,177,-
HCP21_3241,1,378,+
HCP21_9048,1,894,-
HCP21_7649,3,440,+
HCP21_4047,1,408,+
HCP21_1448,2,307,-
HCP21_2816,2,190,-
HCP21_2816,459,797,-
HCP21_1_1_newblercontig09786,3,209,+
HCP21_1_1_newblercontig13080,2,180,-
HCP21_1_1_newblercontig15699,24,200,-
HCP21_2_3669,3,113,+
HCP21_2_7669,3,137,+
HCP21_2_11169,11,178,-
HCP21_2_13669,2,217,+
HCP21_2_24002,1,159,+
HCP21_2_24502,55,165,+
HCP21_2_32227,3,122,-
HCP21_2_33727,6,131,+
HCP21_2_43329,8,115,+
HCP21_2_45329,5,124,+
HCP21_2_47329,2,138,-
HCP21_2_48829,3,149,-
HCP21_2_52329,17,184,+
HCP21_2_54329,35,211,+
HCP21_2_62715,2,123,-
HCP21_2_64215,2,136,+
HCP21_2_66715,49,171,-
HCP21_2_74358,4,123,+
HCP21_2_75858,14,133,+
HCP21_2_84012,8,109,-
HCP21_2_90512,9,146,-
HCP21_2_91012,3,163,-
HCP21_2_93012,9,194,+
HCP21_2_100684,5,109,+
HCP21_2_101684,2,147,-
HCP21_2_102184,1,153,+
HCP21_2_103684,1,180,+
HCP21_2_104184,15,191,-
HCP21_2_114283,3,148,-
HCP21_2_115283,3,160,-
HCP21_2_117283,3,188,-
HCP21_2_123031,9,110,-
HCP21_2_126531,1,126,+
HCP21_2_131531,3,193,-
HCP21_2_136710,3,112,-
HCP21_2_137210,3,116,+
HCP21_2_138210,1,120,+
HCP21_2_139710,3,127,-
HCP21_2_143210,11,151,+
HCP21_2_145710,18,179,-
HCP21_2_148210,3,209,-
HCP21_2_149710,11,244,+
HCP21_2_151563,24,101,-
HCP21_461_,3,353,-
HCP21_10569,1,303,-
HCP21_7440,1,609,+
HCP21_9249,97,492,-
HCP21_4912,1,678,+
HCP21_7152,74,505,-
HCP21_4013,2,436,+
HCP21_9256,2,418,+
HCP21_5939,32,250,-
HCP21_5939,222,512,-
HCP21_3463,89,709,-
HCP21_278_,2,424,+
HCP21_6641,68,385,-
HCP21_8351,83,664,+
HCP21_8593,1,531,-
HCP21_7576,3,89,+
HCP21_7576,248,553,+
HCP21_7769,2,832,-
HCP21_10849,2,484,+
HCP21_10739,53,421,-
HCP21_2545,54,1028,-
HCP21_9549,1,303,+
HCP21_1_1_newblercontig06306,3,229,-
HCP21_1_1_newblercontig09213,3,215,-
HCP21_1_1_newblercontig10349,3,203,+
HCP21_2_670,3,101,-
HCP21_2_1170,2,105,-
HCP21_2_2670,3,103,-
HCP21_2_12670,3,203,+
HCP21_2_16503,3,104,-
HCP21_2_35228,1,150,+
HCP21_2_37728,3,196,-
HCP21_2_41830,9,104,+
HCP21_2_42330,2,112,+
HCP21_2_50830,2,165,-
HCP21_2_54330,15,212,-
HCP21_2_60216,2,111,-
HCP21_2_65216,3,145,-
HCP21_2_75359,6,125,+
HCP21_2_76359,8,136,+
HCP21_2_76859,2,141,-
HCP21_2_77359,16,148,-
HCP21_2_84013,3,107,-
HCP21_2_85013,2,112,+
HCP21_2_88013,3,131,-
HCP21_2_102185,3,152,-
HCP21_2_102685,14,160,+
HCP21_2_107784,3,107,-
HCP21_2_108784,3,112,-
HCP21_2_115284,2,159,-
HCP21_2_117284,4,189,+
HCP21_2_118284,3,202,-
HCP21_2_131032,2,171,-
HCP21_2_132032,3,205,-
HCP21_2_136211,3,109,-
HCP21_2_138211,3,119,+
HCP21_2_142711,3,149,-
HCP21_2_146711,19,189,+
HCP21_2_159564,37,153,-
HCP21_3451,2,1063,+
HCP21_10830,68,547,+
HCP21_4158,2,763,+
HCP21_5095,4,498,+
HCP21_5925,45,980,-
HCP21_285_,40,276,-
HCP21_529_,1,348,+
HCP21_9392,2,916,+
HCP21_7667,1,309,+
HCP21_9626,236,524,+
HCP21_910_,25,309,-
HCP21_5809,44,466,+
HCP21_9283,19,264,-
HCP21_8747,2,535,+
HCP21_2255,3,329,+
HCP21_10823,54,374,+
HCP21_536_,2,334,+
HCP21_1431,3,122,+
HCP21_1431,93,332,-
HCP21_555_,2,310,+
HCP21_138_,2,67,-
HCP21_138_,152,1261,-
HCP21_138_,1254,2426,-
HCP21_138_,2449,3195,-
HCP21_138_,3206,3940,-
HCP21_138_,3909,4877,-
HCP21_138_,4843,5535,-
HCP21_8086,3,695,-
HCP21_10239,73,720,-
HCP21_1_1_newblercontig12547,1,168,+
HCP21_1_1_newblercontig13082,2,169,+
HCP21_2_3171,3,112,-
HCP21_2_15504,12,101,+
HCP21_2_20504,2,115,+
HCP21_2_24004,2,160,+
HCP21_2_27004,15,245,+
HCP21_2_32229,2,121,+
HCP21_2_38729,94,204,-
HCP21_2_40831,5,106,+
HCP21_2_50331,1,105,+
HCP21_2_52831,2,190,+
HCP21_2_55331,35,229,-
HCP21_2_55831,3,245,+
HCP21_2_62217,1,120,+
HCP21_2_63217,2,129,-
HCP21_2_65717,37,153,-
HCP21_2_68217,2,208,+
HCP21_2_72360,11,112,+
HCP21_2_72860,3,113,+
HCP21_2_75360,1,99,+
HCP21_2_77360,4,147,+
HCP21_2_79860,3,145,-
HCP21_2_83514,2,98,+
HCP21_2_84514,2,111,-
HCP21_2_91514,12,134,+
HCP21_2_93014,3,218,+
HCP21_2_97686,3,115,-
HCP21_2_109785,2,103,+
HCP21_2_118285,2,96,-
HCP21_2_127533,2,136,+
HCP21_2_128533,9,140,-
HCP21_2_133033,2,240,-
HCP21_2_144212,1,162,-
HCP21_2_154565,3,113,-
HCP21_2_155565,3,112,-
HCP21_2_156565,3,122,-
HCP21_2_161065,53,181,-
HCP21_1358,3,275,-
HCP21_10921,1,363,-
HCP21_5388,3,260,+
HCP21_9926,1,513,-
HCP21_10060,31,501,+
HCP21_2441,2,805,-
HCP21_3556,1,426,+
HCP21_3556,407,484,-
HCP21_1370,1,306,-
HCP21_5004,2,462,-
HCP21_1226,183,406,+
HCP21_2701,83,436,+
HCP21_10516,209,361,+
HCP21_5140,30,392,+
HCP21_5158,695,832,-
HCP21_5158,823,888,-
HCP21_1756,5,304,+
HCP21_500_,3,359,+
HCP21_7917,29,397,+
HCP21_7997,3,422,+
HCP21_2643,1,405,-
HCP21_2643,378,560,+
HCP21_9596,1,417,-
HCP21_3146,2,640,-
HCP21_2802,13,471,+
HCP21_1_1_newblercontig06311,41,232,-
HCP21_1_1_newblercontig07495,95,235,+
HCP21_1_1_newblercontig11450,25,186,-
HCP21_2_1172,5,103,+
HCP21_2_9672,2,159,-
HCP21_2_12172,9,194,+
HCP21_2_13172,9,209,+
HCP21_2_19505,3,112,-
HCP21_2_23505,3,140,-
HCP21_2_25005,8,178,+
HCP21_2_31730,1,120,+
HCP21_2_53832,3,205,-
HCP21_2_57718,2,102,-
HCP21_2_68718,4,210,+
HCP21_2_75861,2,133,+
HCP21_2_81361,4,177,+
HCP21_2_85015,2,112,+
HCP21_2_87015,5,124,+
HCP21_2_87515,6,125,-
HCP21_2_102187,1,153,+
HCP21_2_104187,3,187,-
HCP21_2_110786,7,120,+
HCP21_2_114286,2,130,+
HCP21_2_124034,3,113,-
HCP21_2_127034,1,132,+
HCP21_2_127534,2,135,-
HCP21_2_129534,3,158,+
HCP21_2_130034,5,166,+
HCP21_2_131534,3,193,-
HCP21_2_132034,3,205,-
HCP21_2_138213,2,118,+
HCP21_2_144213,4,150,-
HCP21_2_145713,6,176,+
HCP21_2_149213,8,232,+
HCP21_2_152566,3,101,+
HCP21_4640,43,399,-
HCP21_1056,2,340,-
HCP21_6602,2,1048,+
HCP21_2578,1,1539,-
HCP21_1868,1,138,+
HCP21_1868,125,289,+
HCP21_4397,61,638,+
HCP21_4309,20,545,+
HCP21_6765,82,405,+
HCP21_8358,436,543,-
HCP21_1256,3,317,-
HCP21_693_,11,529,+
HCP21_10389,29,418,+
HCP21_7294,3,629,+
HCP21_5723,88,447,+
HCP21_9334,2,367,-
HCP21_9334,604,813,-
HCP21_8562,1,765,-
HCP21_8319,111,515,+
HCP21_1489,3,239,-
HCP21_1489,302,433,-
HCP21_2877,187,678,-
HCP21_724_,2,346,-
HCP21_4913,154,339,+
HCP21_10393,2,373,+
HCP21_1_1_newblercontig06312,3,242,+
HCP21_1_1_newblercontig14653,3,143,+
HCP21_1_1_newblercontig16291,18,185,-
HCP21_2_673,4,102,-
HCP21_2_8673,4,147,-
HCP21_2_9673,22,159,+
HCP21_2_11673,3,188,+
HCP21_2_12173,6,194,-
HCP21_2_23506,3,154,-
HCP21_2_33731,3,134,+
HCP21_2_37231,87,185,-
HCP21_2_40333,14,103,+
HCP21_2_45333,3,124,-
HCP21_2_53333,3,197,-
HCP21_2_54833,17,124,+
HCP21_2_71362,3,106,-
HCP21_2_74362,2,121,+
HCP21_2_76362,3,136,-
HCP21_2_78862,2,169,+
HCP21_2_84516,11,106,-
HCP21_2_85016,2,111,-
HCP21_2_87516,2,84,-
HCP21_2_101688,7,111,-
HCP21_2_103188,87,170,+
HCP21_2_115787,1,167,-
HCP21_2_117287,3,182,+
HCP21_2_122535,3,106,-
HCP21_2_126535,2,127,+
HCP21_2_130535,52,174,-
HCP21_2_140714,15,134,+
HCP21_2_144214,1,105,+
HCP21_2_145714,4,177,+
HCP21_2_146214,10,183,-
HCP21_2_154567,2,112,+
HCP21_2_159067,3,145,-
HCP21_1638,8,166,-
HCP21_1545,2,388,+
HCP21_10944,1,66,+
HCP21_10944,485,559,-
HCP21_8123,1,360,-
HCP21_8266,3,251,+
HCP21_8266,242,754,-
HCP21_5641,1,273,-
HCP21_3928,1,459,-
HCP21_3928,497,574,-
HCP21_3026,50,616,+
HCP21_4152,1,273,-
HCP21_6520,7,303,+
HCP21_3936,3,455,-
HCP21_5442,69,497,-
HCP21_8414,2,631,+
HCP21_9771,2,222,-
HCP21_9771,225,326,-
HCP21_8905,253,558,-
HCP21_3778,16,147,-
HCP21_501_,3,446,-
HCP21_7773,55,1581,-
HCP21_1527,4,267,+
HCP21_2486,2,355,+
HCP21_251_,40,363,-
HCP21_1_1_newblercontig06569,3,236,+
HCP21_1_1_newblercontig07753,8,226,+
HCP21_1_1_newblercontig12787,11,172,+
HCP21_2_7395,10,135,+
HCP21_2_9895,1,159,+
HCP21_2_11895,2,189,-
HCP21_2_13395,6,149,-
HCP21_2_36453,5,169,+
HCP21_2_45555,1,117,+
HCP21_2_48055,3,142,-
HCP21_2_51555,6,173,-
HCP21_2_57941,3,101,+
HCP21_2_72084,1,111,+
HCP21_2_85738,12,116,+
HCP21_2_88238,6,131,+
HCP21_2_89738,3,76,-
HCP21_2_95910,7,108,-
HCP21_2_101410,1,135,+
HCP21_2_101910,4,150,-
HCP21_2_133936,1,102,+
HCP21_2_135936,3,110,-
HCP21_2_137936,10,117,-
HCP21_2_141436,19,138,+
HCP21_2_141936,3,140,-
HCP21_2_145436,3,173,-
HCP21_2_146936,3,194,+
HCP21_2_148436,3,218,+
HCP21_2_148936,3,227,+
HCP21_2_156789,2,126,-
HCP21_2_158789,20,130,+
HCP21_2_160789,3,176,-
HCP21_2_161289,3,188,+
HCP21_2_162289,3,218,+
HCP21_6345,1,579,-
HCP21_3664,2,130,-
HCP21_5817,1,84,-
HCP21_5817,267,440,+
HCP21_5817,479,589,+
HCP21_7213,3,416,-
HCP21_7257,2,157,+
HCP21_7257,154,378,+
HCP21_5171,2,412,-
HCP21_987_,3,299,+
HCP21_7369,3,173,+
HCP21_7369,129,341,-
HCP21_6352,3,908,-
HCP21_1949,6,704,+
HCP21_7863,7,297,+
HCP21_7863,327,539,+
HCP21_5760,3,325,-
HCP21_5182,2,514,-
HCP21_8782,1,129,+
HCP21_8782,256,417,+
HCP21_7086,1,486,-
HCP21_9285,2,385,-
HCP21_1767,43,354,+
HCP21_3050,3,449,-
HCP21_8443,3,116,+
HCP21_8443,443,556,-
HCP21_3598,1,366,+
HCP21_9108,1,111,+
HCP21_9108,250,342,-
HCP21_231_,9,305,-
HCP21_1_1_newblercontig06313,3,176,+
HCP21_1_1_newblercontig06897,3,242,-
HCP21_1_1_newblercontig10907,9,197,-
HCP21_1_1_newblercontig16292,9,215,-
HCP21_2_674,1,102,+
HCP21_2_9174,1,153,+
HCP21_2_10674,3,170,-
HCP21_2_11674,2,183,-
HCP21_2_12674,2,190,+
HCP21_2_13674,1,225,+
HCP21_2_16007,3,104,-
HCP21_2_16507,2,106,+
HCP21_2_24507,8,169,+
HCP21_2_33732,42,134,+
HCP21_2_34732,2,141,-
HCP21_2_41334,3,107,-
HCP21_2_54834,3,107,-
HCP21_2_67220,3,179,+
HCP21_2_68220,3,208,-
HCP21_2_68720,3,224,+
HCP21_2_72863,13,114,-
HCP21_2_75363,3,127,-
HCP21_2_85517,4,90,+
HCP21_2_88017,5,130,+
HCP21_2_89017,3,125,-
HCP21_2_90017,1,150,+
HCP21_2_92517,2,201,-
HCP21_2_98189,3,118,-
HCP21_2_98689,5,103,+
HCP21_2_100689,1,135,+
HCP21_2_104689,1,198,-
HCP21_2_116288,23,160,+
HCP21_2_127036,3,131,-
HCP21_2_128536,6,143,+
HCP21_2_131536,3,193,-
HCP21_2_140215,2,130,+
HCP21_2_143715,6,158,+
HCP21_2_147215,12,197,+
HCP21_2_154068,3,110,+
HCP21_2_161068,31,180,+
HCP21_2_162568,7,225,+
HCP21_7111,106,618,+
HCP21_7032,57,494,-
HCP21_6393,1,153,-
HCP21_6393,390,587,-
HCP21_7469,2,223,+
HCP21_7469,306,368,+
HCP21_3480,3,410,+
HCP21_9470,3,185,+
HCP21_9470,642,902,+
HCP21_1150,2,520,-
HCP21_4251,34,237,-
HCP21_6585,1,669,+
HCP21_8203,3,302,-
HCP21_8203,654,782,-
HCP21_4601,8,499,-
HCP21_2626,150,368,+
HCP21_2110,45,326,+
HCP21_6272,1,1179,-
HCP21_10763,1,516,-
HCP21_9843,91,225,-
HCP21_7497,2,358,-
HCP21_6752,1,417,-
HCP21_6508,88,1212,+
HCP21_3534,1,657,+
